"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
34, 4.173923511390000e-02, 2.220446049250313e-16, 1.326116456495235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.876433429170635e+05, 0.000000000000000e+00, 1.150573371668254e+05, 3.022476963817705e+02, 0.000000000000000e+00, 1.880619813182147e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.856532420156315e-05, 1.202806417751898e-03, 0.000000000000000e+00, -4.816505220642185e+01, 1.220650573246909e+01, 0.000000000000000e+00
35, 4.613751382460000e-02, 2.220446049250313e-16, 1.326118650160344e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.876439703683903e+05, 0.000000000000000e+00, 1.150575881473561e+05, 3.022478557111827e+02, 0.000000000000000e+00, 1.881402969693463e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.856533171323792e-05, 1.186605995280621e-03, 0.000000000000000e+00, -4.686488033716392e+01, 1.212402836323631e+01, 0.000000000000000e+00
36, 5.058283026210000e-02, 2.220446049250313e-16, 1.326119772295949e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.876443782242989e+05, 0.000000000000000e+00, 1.150577512897195e+05, 3.022480285178642e+02, 0.000000000000000e+00, 1.881912037085542e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.856533986030396e-05, 1.172206786712991e-03, 0.000000000000000e+00, -4.572311145443894e+01, 1.205024240828660e+01, 0.000000000000000e+00
37, 5.507691408390000e-02, 2.220446049250313e-16, 1.326120210529320e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.876446265576151e+05, 0.000000000000000e+00, 1.150578506230460e+05, 3.022481895772057e+02, 0.000000000000000e+00, 1.882221995556011e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.856534745353315e-05, 1.159285979524552e-03, 0.000000000000000e+00, -4.470963946061670e+01, 1.198364275067237e+01, 0.000000000000000e+00
38, 5.962155430870000e-02, 2.220446049250313e-16, 1.326120205641069e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.876447561722282e+05, 0.000000000000000e+00, 1.150579024688913e+05, 3.022483268864094e+02, 0.000000000000000e+00, 1.882383774683603e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.856535392704777e-05, 1.147596175546044e-03, 0.000000000000000e+00, -4.380172828199958e+01, 1.192306621306097e+01, 0.000000000000000e+00
39, 6.421860241959999e-02, 2.220446049250313e-16, 1.326119914748925e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.876447971697259e+05, 0.000000000000000e+00, 1.150579188678903e+05, 3.022484362652725e+02, 0.000000000000000e+00, 1.882434945915395e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.856535908377077e-05, 1.136944211948984e-03, 0.000000000000000e+00, -4.298185939331566e+01, 1.186759778644609e+01, 0.000000000000000e+00
40, 6.886997564640000e-02, 2.220446049250313e-16, 1.326119433132799e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.876447694732630e+05, 0.000000000000000e+00, 1.150579077893052e+05, 3.022485169323494e+02, 0.000000000000000e+00, 1.882400376436680e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.856536288686119e-05, 1.127176678364367e-03, 0.000000000000000e+00, -4.223628680831577e+01, 1.181650575417257e+01, 0.000000000000000e+00
41, 7.357766043930000e-02, 2.220446049250313e-16, 1.326118827439532e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.876446892098417e+05, 0.000000000000000e+00, 1.150578756839366e+05, 3.022485706432967e+02, 0.000000000000000e+00, 1.882300195245949e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.856536541909089e-05, 1.118169899313797e-03, 0.000000000000000e+00, -4.155405220703657e+01, 1.176919649175675e+01, 0.000000000000000e+00
42, 7.834371614890000e-02, 2.220446049250313e-16, 1.326118137554297e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.876445672436486e+05, 0.000000000000000e+00, 1.150578268974594e+05, 3.022485997232449e+02, 0.000000000000000e+00, 1.882147962532207e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.856536679007962e-05, 1.109822915829132e-03, 0.000000000000000e+00, -4.092630163047610e+01, 1.172518257885026e+01, 0.000000000000000e+00
43, 8.317027892560000e-02, 2.220446049250313e-16, 1.326117389092159e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.876444115845977e+05, 0.000000000000000e+00, 1.150577646338390e+05, 3.022486067505673e+02, 0.000000000000000e+00, 1.881953675909236e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.856536712138625e-05, 1.102052252524374e-03, 0.000000000000000e+00, -4.034578564164676e+01, 1.168405877753638e+01, 0.000000000000000e+00
